SURVEY	STATEID	DISTID	PSUID	HHID	HHSPLITID	IDPSU	IDHH	BH1	BH2	BH4	BH5A	BH5B	BH6A	BH6B	BH7	BH8A	BH8B	EW3	BHED	WTEW
2	1	2	4	120	1	10204	0102041201	1	 	1	 	 	30	88	2	 	 	2	8	0
2	1	2	4	120	1	10204	0102041201	2	 	1	 	 	36	88	3	55	55	2	8	0
2	1	2	4	120	1	10204	0102041201	3	 	2	 	 	34	88	2	 	 	2	8	0
2	1	2	4	120	1	10204	0102041201	4	3	2	 	 	32	88	1	 	 	2	8	0
2	1	2	4	120	1	10204	0102041201	5	4	1	 	 	27	88	1	 	 	2	8	0
2	1	2	4	120	1	10204	0102041201	6	5	1	 	 	25	88	1	 	 	2	8	0
2	1	2	4	130	3	10204	0102041303	1	4	2	5	1	 	 	1	 	 	3	5	3687.92626953
2	1	2	4	130	3	10204	0102041303	2	5	1	1	3	 	 	1	 	 	3	5	3687.92626953
2	1	2	4	130	3	10204	0102041303	3	9	2	1	7	 	 	1	 	 	3	5	3687.92626953
2	1	2	4	130	2	10204	0102041302	1	4	1	6	4	 	 	1	 	 	3	1	3687.92626953
2	1	2	4	130	1	10204	0102041301	1	3	1	3	90	 	 	1	 	 	2	4	3687.92626953
2	1	2	4	130	1	10204	0102041301	2	4	2	 	96	 	 	1	 	 	2	4	3687.92626953
2	1	2	4	130	1	10204	0102041301	3	5	1	 	5	 	 	1	 	 	2	4	3687.92626953
2	1	2	4	140	1	10204	0102041401	1	3	1	3	12	 	 	1	 	 	2	2	3687.92626953
2	1	2	4	140	1	10204	0102041401	2	4	1	3	12	 	 	1	 	 	2	2	3687.92626953
2	1	2	4	150	1	10204	0102041501	1	 	1	 	 	27	88	3	14	88	2	6	7375.85253907
2	1	2	4	150	1	10204	0102041501	2	3	1	 	 	25	88	1	 	 	2	6	7375.85253907
2	1	2	4	150	1	10204	0102041501	3	 	2	 	 	20	88	2	 	 	2	6	7375.85253907
2	1	2	4	150	1	10204	0102041501	4	9	2	 	 	17	88	1	 	 	2	6	7375.85253907
2	1	2	4	160	1	10204	0102041601	1	3	1	8	7	 	 	1	 	 	2	3	3687.92626953
2	1	2	4	160	1	10204	0102041601	2	4	2	6	10	 	 	1	 	 	2	3	3687.92626953
2	1	2	4	170	1	10204	0102041701	1	4	1	6	92	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	170	1	10204	0102041701	2	5	2	8	95	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	170	1	10204	0102041701	3	6	1	1	99	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	170	1	10204	0102041701	4	7	1	12	1	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	170	1	10204	0102041701	5	8	2	11	4	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	170	2	10204	0102041702	1	3	2	6	2	 	 	1	 	 	2	5	3687.92626953
2	1	2	4	170	2	10204	0102041702	2	4	2	3	3	 	 	1	 	 	2	5	3687.92626953
2	1	2	4	170	2	10204	0102041702	3	5	1	12	6	 	 	1	 	 	2	5	3687.92626953
2	1	2	4	180	1	10204	0102041801	1	5	2	5	5	 	 	1	 	 	3	3	3687.92626953
2	1	2	4	180	1	10204	0102041801	2	6	1	12	7	 	 	1	 	 	3	3	3687.92626953
2	1	2	4	200	1	10204	0102042001	1	3	2	5	99	 	 	1	 	 	2	3	3687.92626953
2	1	2	4	200	1	10204	0102042001	2	4	1	3	2	 	 	1	 	 	2	3	3687.92626953
2	1	2	5	10	1	10205	0102050101	1	3	1	 	 	11	0	1	 	 	2	4	8905.65917969
2	1	2	5	10	1	10205	0102050101	2	4	1	 	 	9	0	1	 	 	2	4	8905.65917969
2	1	2	5	10	1	10205	0102050101	3	5	2	 	 	6	0	1	 	 	2	4	8905.65917969
2	1	2	5	20	1	10205	0102050201	1	 	1	 	 	 	 	3	0	2	2	11	0
2	1	2	5	20	1	10205	0102050201	2	 	1	 	 	 	 	3	0	2	2	11	0
2	1	2	5	20	1	10205	0102050201	3	 	1	 	 	 	 	3	0	3	2	11	0
2	1	2	5	20	1	10205	0102050201	4	 	1	 	 	 	 	3	0	3	2	11	0
2	1	2	5	20	1	10205	0102050201	5	 	2	 	 	 	 	3	0	2	2	11	0
2	1	2	5	20	1	10205	0102050201	6	 	2	 	 	 	 	3	0	1	2	11	0
2	1	2	5	20	1	10205	0102050201	7	 	2	 	 	 	 	2	 	 	2	11	0
2	1	2	5	20	1	10205	0102050201	8	3	1	 	 	 	 	1	 	 	2	11	0
2	1	2	5	30	1	10205	0102050301	1	3	1	11	9	 	 	1	 	 	2	3	4452.82958985
2	1	2	5	30	1	10205	0102050301	2	4	2	12	11	 	 	1	 	 	2	3	4452.82958985
2	1	2	5	40	1	10205	0102050401	1	5	2	2	91	 	 	1	 	 	4	5	4452.82958985
2	1	2	5	40	1	10205	0102050401	2	6	1	11	95	 	 	1	 	 	4	5	4452.82958985
2	1	2	5	40	1	10205	0102050401	3	7	2	4	1	 	 	1	 	 	4	5	4452.82958985
2	1	2	5	50	2	10205	0102050502	1	3	1	7	5	 	 	1	 	 	2	3	4452.82958985
2	1	2	5	50	2	10205	0102050502	2	4	2	4	7	 	 	1	 	 	2	3	4452.82958985
2	1	2	5	60	1	10205	0102050601	1	5	2	12	10	 	 	1	 	 	4	2	4452.82958985
2	1	2	5	70	1	10205	0102050701	1	5	2	5	 	 	 	1	 	 	4	4	13358.48828125
2	1	2	5	70	1	10205	0102050701	2	6	1	2	 	 	 	1	 	 	4	4	13358.48828125
2	1	2	5	70	1	10205	0102050701	3	7	1	7	96	 	 	1	 	 	4	4	13358.48828125
2	1	2	5	80	1	10205	0102050801	1	5	1	3	8	 	 	1	 	 	3	3	4452.82958985
2	1	2	5	80	1	10205	0102050801	2	6	2	12	10	 	 	1	 	 	3	3	4452.82958985
2	1	2	5	90	1	10205	0102050901	1	3	1	 	 	21	 	1	 	 	2	8	0
2	1	2	5	90	1	10205	0102050901	2	4	2	 	 	18	 	1	 	 	2	8	0
2	1	2	5	90	1	10205	0102050901	3	 	1	 	 	16	 	3	 	 	2	8	0
2	1	2	5	90	1	10205	0102050901	4	 	2	 	 	14	 	3	 	 	2	8	0
2	1	2	5	90	1	10205	0102050901	5	 	1	 	 	12	 	3	 	 	2	8	0
2	1	2	5	90	1	10205	0102050901	6	 	1	 	 	10	 	3	 	 	2	8	0
2	1	2	5	110	1	10205	0102051101	1	3	2	8	99	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	110	1	10205	0102051101	2	4	1	8	2	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	110	1	10205	0102051101	3	5	1	9	7	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	120	1	10205	0102051201	1	4	1	 	 	21	 	1	 	 	3	6	4452.82958985
2	1	2	5	120	1	10205	0102051201	2	5	1	 	 	19	 	1	 	 	3	6	4452.82958985
2	1	2	5	120	1	10205	0102051201	3	6	2	 	 	17	 	1	 	 	3	6	4452.82958985
2	1	2	5	120	1	10205	0102051201	4	7	1	 	 	15	 	1	 	 	3	6	4452.82958985
2	1	2	5	120	1	10205	0102051201	5	8	1	 	 	12	 	1	 	 	3	6	4452.82958985
2	1	2	5	130	1	10205	0102051301	1	3	1	 	 	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	130	1	10205	0102051301	2	4	1	 	90	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	130	1	10205	0102051301	3	5	2	 	95	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	150	1	10205	0102051501	1	3	2	 	 	 	 	1	 	 	2	6	4452.82958985
2	1	2	5	150	1	10205	0102051501	2	4	1	 	90	 	 	1	 	 	2	6	4452.82958985
2	1	2	5	150	1	10205	0102051501	3	5	1	 	92	 	 	1	 	 	2	6	4452.82958985
2	1	2	5	150	1	10205	0102051501	4	6	1	 	93	 	 	1	 	 	2	6	4452.82958985
2	1	2	5	150	1	10205	0102051501	5	7	1	 	97	 	 	1	 	 	2	6	4452.82958985
2	1	2	5	160	1	10205	0102051601	1	 	1	 	 	29	 	2	 	 	2	9	0
2	1	2	5	160	1	10205	0102051601	2	 	2	 	 	27	 	2	 	 	2	9	0
2	1	2	5	160	1	10205	0102051601	3	 	1	 	 	22	 	2	 	 	2	9	0
2	1	2	5	160	1	10205	0102051601	4	3	1	 	 	20	 	1	 	 	2	9	0
2	1	2	5	160	1	10205	0102051601	5	4	1	 	 	18	 	1	 	 	2	9	0
2	1	2	5	160	1	10205	0102051601	6	5	1	 	 	12	 	1	 	 	2	9	0
2	1	2	5	160	1	10205	0102051601	7	6	2	 	 	10	 	1	 	 	2	9	0
2	1	2	5	160	2	10205	0102051602	1	3	2	 	 	4	6	1	 	 	2	5	4452.82958985
2	1	2	5	160	2	10205	0102051602	2	4	1	 	 	3	8	1	 	 	2	5	4452.82958985
2	1	2	5	160	2	10205	0102051602	3	5	2	 	 	0	1	1	 	 	2	5	4452.82958985
2	1	2	5	170	1	10205	0102051701	1	3	1	1	 	 	 	1	 	 	2	7	4452.82958985
2	1	2	5	170	1	10205	0102051701	2	 	2	2	90	 	 	2	 	 	2	7	4452.82958985
2	1	2	5	170	1	10205	0102051701	3	4	2	5	95	 	 	1	 	 	2	7	4452.82958985
2	1	2	5	170	1	10205	0102051701	4	5	1	7	97	 	 	1	 	 	2	7	4452.82958985
2	1	2	5	170	1	10205	0102051701	5	6	1	11	1	 	 	1	 	 	2	7	4452.82958985
2	1	2	5	180	1	10205	0102051801	1	 	2	9	93	 	 	2	 	 	2	4	4452.82958985
2	1	2	5	180	1	10205	0102051801	2	3	1	1	95	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	180	1	10205	0102051801	3	4	1	1	99	 	 	1	 	 	2	4	4452.82958985
2	1	2	5	190	1	10205	0102051901	1	3	1	10	 	 	 	1	 	 	2	10	0
2	1	2	5	190	1	10205	0102051901	2	5	1	2	 	 	 	1	 	 	2	10	0
2	1	2	5	190	1	10205	0102051901	3	 	2	12	 	 	 	2	 	 	2	10	0
2	1	2	5	190	1	10205	0102051901	4	6	2	6	 	 	 	1	 	 	2	10	0
2	1	2	5	190	1	10205	0102051901	5	7	2	4	92	 	 	1	 	 	2	10	0
2	1	2	5	190	1	10205	0102051901	6	8	2	11	95	 	 	1	 	 	2	10	0
2	1	2	5	200	1	10205	0102052001	1	5	2	11	98	 	 	1	 	 	4	4	4452.82958985
2	1	2	5	200	1	10205	0102052001	2	6	1	12	0	 	 	1	 	 	4	4	4452.82958985
2	1	2	5	200	1	10205	0102052001	3	7	1	11	4	 	 	1	 	 	4	4	4452.82958985
2	1	2	6	10	1	10206	0102060101	1	3	2	 	 	25	 	1	 	 	2	8	1976.33190918
2	1	2	6	10	1	10206	0102060101	2	4	2	 	 	23	 	1	 	 	2	8	1976.33190918
2	1	2	6	10	1	10206	0102060101	3	5	2	 	 	22	 	1	 	 	2	8	1976.33190918
2	1	2	6	10	1	10206	0102060101	4	6	1	 	 	21	 	1	 	 	2	8	1976.33190918
2	1	2	6	10	1	10206	0102060101	5	7	1	 	 	18	 	1	 	 	2	8	1976.33190918
2	1	2	6	20	1	10206	0102060201	1	 	1	 	 	39	88	3	55	55	2	12	0
2	1	2	6	20	1	10206	0102060201	2	3	2	 	 	37	88	1	 	 	2	12	0
2	1	2	6	20	1	10206	0102060201	3	4	1	 	 	35	88	1	 	 	2	12	0
2	1	2	6	20	1	10206	0102060201	4	 	2	 	 	33	88	2	 	 	2	12	0
2	1	2	6	20	1	10206	0102060201	5	 	2	 	 	31	88	2	 	 	2	12	0
2	1	2	6	20	1	10206	0102060201	6	 	1	 	 	26	88	3	22	4	2	12	0
2	1	2	6	20	1	10206	0102060201	7	8	2	 	 	25	88	1	 	 	2	12	0
2	1	2	6	20	1	10206	0102060201	8	9	1	 	 	 	 	1	 	 	2	12	0
2	1	2	6	20	1	10206	0102060201	1	6	2	11	5	 	 	1	 	 	5	6	3952.66381836
2	1	2	6	20	1	10206	0102060201	2	 	2	2	7	 	 	3	55	55	5	6	3952.66381836
2	1	2	6	20	1	10206	0102060201	3	7	2	1	8	 	 	1	 	 	5	6	3952.66381836
2	1	2	6	30	1	10206	0102060301	1	 	2	 	 	25	 	2	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	2	 	2	 	 	24	 	2	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	3	3	2	 	 	23	 	1	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	4	4	2	 	 	22	 	1	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	5	5	2	 	 	21	 	1	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	6	6	2	 	 	20	 	1	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	7	7	1	 	 	19	 	1	 	 	2	15	1976.33190918
2	1	2	6	30	1	10206	0102060301	8	 	2	 	 	18	 	3	55	55	2	15	1976.33190918
2	1	2	6	40	1	10206	0102060401	1	3	2	 	3	 	 	1	 	 	2	6	1976.33190918
2	1	2	6	40	1	10206	0102060401	2	4	2	 	4	 	 	1	 	 	2	6	1976.33190918
2	1	2	6	40	1	10206	0102060401	3	5	1	 	10	 	 	1	 	 	2	6	1976.33190918
2	1	2	6	40	1	10206	0102060401	4	6	1	3	12	 	 	1	 	 	2	6	1976.33190918
2	1	2	6	60	1	10206	0102060601	1	3	2	11	92	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	60	1	10206	0102060601	2	4	2	4	98	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	60	1	10206	0102060601	3	5	2	4	0	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	60	1	10206	0102060601	4	6	1	4	11	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	70	1	10206	0102060701	1	3	1	3	90	 	 	1	 	 	2	2	1976.33190918
2	1	2	6	70	1	10206	0102060701	2	4	1	6	94	 	 	1	 	 	2	2	1976.33190918
2	1	2	6	80	1	10206	0102060801	1	3	1	1	90	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	80	1	10206	0102060801	2	4	2	3	95	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	80	1	10206	0102060801	3	5	2	5	96	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	80	1	10206	0102060801	4	6	1	3	99	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	80	1	10206	0102060801	5	7	1	5	11	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	90	1	10206	0102060901	1	3	1	4	95	 	 	1	 	 	2	5	1976.33190918
2	1	2	6	90	1	10206	0102060901	2	4	1	3	98	 	 	1	 	 	2	5	1976.33190918
2	1	2	6	90	1	10206	0102060901	3	5	2	5	99	 	 	1	 	 	2	5	1976.33190918
2	1	2	6	90	1	10206	0102060901	4	6	1	3	3	 	 	1	 	 	2	5	1976.33190918
2	1	2	6	100	1	10206	0102061001	1	3	1	7	 	 	 	1	 	 	2	7	0
2	1	2	6	100	1	10206	0102061001	2	5	2	4	89	 	 	1	 	 	2	7	0
2	1	2	6	100	1	10206	0102061001	3	4	2	3	90	 	 	1	 	 	2	7	0
2	1	2	6	100	1	10206	0102061001	4	6	2	11	94	 	 	1	 	 	2	7	0
2	1	2	6	110	1	10206	0102061101	1	3	2	5	 	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	110	1	10206	0102061101	2	4	1	3	 	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	110	1	10206	0102061101	3	5	1	6	90	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	110	1	10206	0102061101	4	6	1	11	92	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	110	1	10206	0102061101	5	7	2	1	1	 	 	1	 	 	2	7	1976.33190918
2	1	2	6	120	1	10206	0102061201	1	5	2	 	 	10	88	1	 	 	4	2	1976.33190918
2	1	2	6	140	1	10206	0102061401	1	3	2	10	91	 	 	1	 	 	2	3	1976.33190918
2	1	2	6	140	1	10206	0102061401	2	4	1	6	96	 	 	1	 	 	2	3	1976.33190918
2	1	2	6	150	1	10206	0102061501	1	5	2	 	 	16	 	1	 	 	4	7	3952.66381836
2	1	2	6	150	1	10206	0102061501	2	6	2	 	 	13	 	1	 	 	4	7	3952.66381836
2	1	2	6	150	1	10206	0102061501	3	7	1	 	 	11	 	1	 	 	4	7	3952.66381836
2	1	2	6	150	1	10206	0102061501	4	8	1	 	 	6	 	1	 	 	4	7	3952.66381836
2	1	2	6	150	1	10206	0102061501	5	9	1	 	 	2	 	1	 	 	4	7	3952.66381836
2	1	2	7	10	1	10207	0102070101	1	3	1	3	 	 	 	1	 	 	2	2	2108.08764649
2	1	2	7	10	1	10207	0102070101	2	 	1	12	 	 	 	2	 	 	2	2	2108.08764649
2	1	2	7	20	1	10207	0102070201	1	3	1	7	 	 	 	1	 	 	2	4	2108.08764649
2	1	2	7	20	1	10207	0102070201	2	5	1	6	 	 	 	1	 	 	2	4	2108.08764649
2	1	2	7	20	1	10207	0102070201	3	6	1	1	91	 	 	1	 	 	2	4	2108.08764649
2	1	2	7	20	1	10207	0102070201	4	7	1	5	93	 	 	1	 	 	2	4	2108.08764649
2	1	2	7	20	3	10207	0102070203	1	3	1	6	9	 	 	1	 	 	2	1	2108.08764649
2	1	2	7	20	4	10207	0102070204	1	3	1	9	8	 	 	1	 	 	2	3	2108.08764649
2	1	2	7	20	4	10207	0102070204	2	4	2	9	10	 	 	1	 	 	2	3	2108.08764649
2	1	2	7	30	1	10207	0102070301	1	3	2	 	 	9	 	1	 	 	2	3	2108.08764649
2	1	2	7	30	1	10207	0102070301	2	4	1	 	 	4	 	1	 	 	2	3	2108.08764649
2	1	2	7	40	1	10207	0102070401	1	 	1	 	 	39	 	2	 	 	2	4	0
2	1	2	7	40	1	10207	0102070401	2	3	1	 	 	36	 	1	 	 	2	4	0
2	1	2	7	40	1	10207	0102070401	3	 	2	 	 	33	 	2	 	 	2	4	0
2	1	2	7	40	2	10207	0102070402	1	3	2	 	 	16	 	1	 	 	2	8	2108.08764649
2	1	2	7	40	2	10207	0102070402	2	4	2	 	 	14	 	1	 	 	2	8	2108.08764649
2	1	2	7	40	2	10207	0102070402	3	5	2	 	 	12	 	1	 	 	2	8	2108.08764649
2	1	2	7	40	2	10207	0102070402	4	6	2	 	 	6	 	1	 	 	2	8	2108.08764649
2	1	2	7	40	1	10207	0102070401	1	5	2	5	4	 	 	1	 	 	4	2	2108.08764649
2	1	2	7	50	1	10207	0102070501	1	 	2	 	 	31	 	2	 	 	2	8	4216.17529297
2	1	2	7	50	1	10207	0102070501	2	3	2	 	 	29	 	1	 	 	2	8	4216.17529297
2	1	2	7	50	1	10207	0102070501	3	4	1	 	 	27	 	1	 	 	2	8	4216.17529297
2	1	2	7	50	1	10207	0102070501	4	5	1	 	 	24	 	1	 	 	2	8	4216.17529297
2	1	2	7	50	1	10207	0102070501	5	6	1	 	 	22	3	1	 	 	2	8	4216.17529297
2	1	2	7	50	1	10207	0102070501	6	7	1	 	 	20	12	1	 	 	2	8	4216.17529297
2	1	2	7	50	2	10207	0102070502	1	3	2	10	 	 	 	1	 	 	2	8	2108.08764649
2	1	2	7	50	2	10207	0102070502	2	4	1	6	90	 	 	1	 	 	2	8	2108.08764649
2	1	2	7	50	2	10207	0102070502	3	5	2	3	93	 	 	1	 	 	2	8	2108.08764649
2	1	2	7	50	2	10207	0102070502	4	6	1	12	94	 	 	1	 	 	2	8	2108.08764649
2	1	2	7	50	2	10207	0102070502	5	7	2	2	97	 	 	1	 	 	2	8	2108.08764649
2	1	2	7	50	1	10207	0102070501	1	10	1	 	 	16	 	1	 	 	9	5	4216.17529297
2	1	2	7	50	1	10207	0102070501	2	11	2	 	 	11	 	1	 	 	9	5	4216.17529297
2	1	2	7	50	1	10207	0102070501	3	12	2	 	 	5	 	1	 	 	9	5	4216.17529297
2	1	2	7	60	1	10207	0102070601	1	5	2	10	 	 	 	1	 	 	4	7	2108.08764649
2	1	2	7	60	1	10207	0102070601	2	6	1	3	90	 	 	1	 	 	4	7	2108.08764649
2	1	2	7	60	1	10207	0102070601	3	7	1	6	95	 	 	1	 	 	4	7	2108.08764649
2	1	2	7	60	1	10207	0102070601	4	8	1	3	99	 	 	1	 	 	4	7	2108.08764649
2	1	2	7	60	1	10207	0102070601	5	9	2	3	99	 	 	1	 	 	4	7	2108.08764649
2	1	2	7	70	1	10207	0102070701	1	 	2	 	 	22	88	3	55	55	2	7	2108.08764649
2	1	2	7	70	1	10207	0102070701	2	 	2	 	 	20	88	3	0	6	2	7	2108.08764649
2	1	2	7	70	1	10207	0102070701	3	3	1	 	 	18	88	1	 	 	2	7	2108.08764649
2	1	2	7	70	1	10207	0102070701	4	4	1	 	 	15	88	1	 	 	2	7	2108.08764649
2	1	2	7	70	1	10207	0102070701	5	5	1	 	 	12	88	1	 	 	2	7	2108.08764649
2	1	2	7	100	1	10207	0102071001	1	3	2	7	96	 	 	1	 	 	2	10	2108.08764649
2	1	2	7	100	1	10207	0102071001	2	4	2	7	0	 	 	1	 	 	2	10	2108.08764649
2	1	2	7	100	1	10207	0102071001	3	5	2	7	1	 	 	1	 	 	2	10	2108.08764649
2	1	2	7	100	1	10207	0102071001	4	6	2	9	8	 	 	1	 	 	2	10	2108.08764649
2	1	2	7	100	1	10207	0102071001	5	7	2	10	9	 	 	1	 	 	2	10	2108.08764649
2	1	2	7	110	1	10207	0102071101	1	3	2	 	 	26	 	1	 	 	2	9	2108.08764649
2	1	2	7	110	1	10207	0102071101	2	4	2	 	 	23	 	1	 	 	2	9	2108.08764649
2	1	2	7	110	1	10207	0102071101	3	5	1	 	 	19	 	1	 	 	2	9	2108.08764649
2	1	2	7	110	1	10207	0102071101	4	6	2	 	 	16	 	1	 	 	2	9	2108.08764649
2	1	2	7	110	1	10207	0102071101	5	7	2	 	 	13	 	1	 	 	2	9	2108.08764649
2	1	2	7	120	1	10207	0102071201	1	3	2	 	99	 	 	1	 	 	2	9	2108.08764649
2	1	2	7	120	1	10207	0102071201	2	4	2	 	0	 	 	1	 	 	2	9	2108.08764649
2	1	2	7	120	1	10207	0102071201	3	5	2	 	1	 	 	1	 	 	2	9	2108.08764649
2	1	2	7	120	1	10207	0102071201	4	6	2	 	5	 	 	1	 	 	2	9	2108.08764649
2	1	2	7	120	1	10207	0102071201	5	7	1	 	9	 	 	1	 	 	2	9	2108.08764649
2	1	2	7	150	1	10207	0102071501	1	 	2	 	 	39	 	3	55	55	2	16	0
2	1	2	7	150	1	10207	0102071501	2	 	2	 	 	38	 	3	55	55	2	16	0
2	1	2	7	150	1	10207	0102071501	3	 	2	 	 	37	 	3	55	55	2	16	0
2	1	2	7	150	1	10207	0102071501	4	3	2	 	 	36	 	1	 	 	2	16	0
2	1	2	7	150	1	10207	0102071501	5	5	2	 	 	32	 	1	 	 	2	16	0
2	1	2	7	150	1	10207	0102071501	6	6	2	 	 	30	 	1	 	 	2	16	0
2	1	2	7	150	1	10207	0102071501	7	7	1	 	 	29	 	1	 	 	2	16	0
2	1	2	7	150	1	10207	0102071501	8	8	1	 	 	23	 	1	 	 	2	16	0
2	1	2	7	150	1	10207	0102071501	9	9	2	 	 	22	 	1	 	 	2	16	0
2	1	2	8	30	1	10208	0102080301	1	4	1	3	6	 	 	1	 	 	3	1	3689.15307617
2	1	2	8	40	1	10208	0102080401	1	2	1	10	 	 	 	1	 	 	1	8	3689.15307617
2	1	2	8	40	1	10208	0102080401	2	3	1	3	 	 	 	1	 	 	1	8	3689.15307617
2	1	2	8	40	1	10208	0102080401	3	6	2	12	89	 	 	1	 	 	1	8	3689.15307617
2	1	2	8	40	1	10208	0102080401	4	7	2	6	95	 	 	1	 	 	1	8	3689.15307617
2	1	2	8	40	1	10208	0102080401	5	8	2	8	99	 	 	1	 	 	1	8	3689.15307617
2	1	2	8	50	1	10208	0102080501	1	 	2	 	 	29	 	2	 	 	2	12	0
2	1	2	8	50	1	10208	0102080501	2	3	1	 	 	28	 	1	 	 	2	12	0
2	1	2	8	50	1	10208	0102080501	3	 	2	 	 	25	6	2	 	 	2	12	0
2	1	2	8	50	1	10208	0102080501	4	 	2	 	 	23	 	2	 	 	2	12	0
2	1	2	8	50	1	10208	0102080501	5	5	2	 	 	20	 	1	 	 	2	12	0
2	1	2	8	50	1	10208	0102080501	6	 	1	 	 	19	 	3	55	55	2	12	0
2	1	2	8	50	1	10208	0102080501	7	 	2	 	 	17	 	3	55	55	2	12	0
2	1	2	8	60	1	10208	0102080601	1	3	2	 	92	 	 	1	 	 	2	10	1844.57653809
2	1	2	8	60	1	10208	0102080601	2	4	2	 	94	 	 	1	 	 	2	10	1844.57653809
2	1	2	8	60	1	10208	0102080601	3	5	2	 	97	 	 	1	 	 	2	10	1844.57653809
2	1	2	8	60	1	10208	0102080601	4	6	2	 	2	 	 	1	 	 	2	10	1844.57653809
2	1	2	8	60	1	10208	0102080601	5	 	1	 	5	 	 	3	55	55	2	10	1844.57653809
2	1	2	8	60	1	10208	0102080601	6	7	1	12	9	 	 	1	 	 	2	10	1844.57653809
2	1	2	8	70	1	10208	0102080701	1	3	2	 	 	20	 	1	 	 	2	6	1844.57653809
2	1	2	8	70	1	10208	0102080701	2	4	2	 	 	17	 	1	 	 	2	6	1844.57653809
2	1	2	8	70	1	10208	0102080701	3	 	1	 	 	15	 	3	55	55	2	6	1844.57653809
2	1	2	8	70	1	10208	0102080701	4	5	1	 	 	13	 	1	 	 	2	6	1844.57653809
2	1	2	8	80	1	10208	0102080801	1	 	2	8	6	 	 	3	55	55	9	6	5533.72949219
2	1	2	8	80	1	10208	0102080801	2	10	2	12	8	 	 	1	 	 	9	6	5533.72949219
2	1	2	8	80	1	10208	0102080801	3	11	2	6	11	 	 	1	 	 	9	6	5533.72949219
2	1	2	8	90	1	10208	0102080901	1	3	1	4	89	 	 	1	 	 	2	9	1844.57653809
2	1	2	8	90	1	10208	0102080901	2	4	2	5	91	 	 	1	 	 	2	9	1844.57653809
2	1	2	8	90	1	10208	0102080901	3	5	2	4	96	 	 	1	 	 	2	9	1844.57653809
2	1	2	8	90	1	10208	0102080901	4	6	1	1	93	 	 	1	 	 	2	9	1844.57653809
2	1	2	8	90	1	10208	0102080901	5	7	2	1	98	 	 	1	 	 	2	9	1844.57653809
2	1	2	8	90	1	10208	0102080901	6	8	1	3	99	 	 	1	 	 	2	9	1844.57653809
2	1	2	8	100	1	10208	0102081001	1	3	1	12	 	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	100	1	10208	0102081001	2	4	1	11	91	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	100	1	10208	0102081001	3	5	2	12	93	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	100	1	10208	0102081001	4	6	2	11	96	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	100	1	10208	0102081001	5	7	2	12	98	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	110	1	10208	0102081101	1	3	2	4	96	 	 	1	 	 	2	7	1844.57653809
2	1	2	8	110	1	10208	0102081101	2	4	2	2	98	 	 	1	 	 	2	7	1844.57653809
2	1	2	8	110	1	10208	0102081101	3	5	2	4	1	 	 	1	 	 	2	7	1844.57653809
2	1	2	8	110	1	10208	0102081101	4	6	1	7	4	 	 	1	 	 	2	7	1844.57653809
2	1	2	8	120	1	10208	0102081201	1	3	1	 	89	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	120	1	10208	0102081201	2	4	2	 	91	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	120	1	10208	0102081201	3	5	2	 	93	 	 	1	 	 	2	8	1844.57653809
2	1	2	8	120	1	10208	0102081201	4	6	2	3	96	 	 	1	 	 	2	8	1844.57653809
