SURVEY	STATEID	DISTID	PSUID	HHID	HHSPLITID	IDPSU	IDHH	BH1	BH2	BH4	BH5A	BH5B	BH6A	BH6B	BH7	BH8A	BH8B	EW3	BHED	WTEW
2	6	17	1	71	1	61701	0617010711	3	 	1	1	 	32	88	2	 	 	2	8	0
2	6	17	1	71	1	61701	0617010711	4	 	1	3	 	30	88	2	 	 	2	8	0
2	6	17	1	71	1	61701	0617010711	5	 	1	2	 	28	88	2	 	 	2	8	0
2	6	17	1	71	1	61701	0617010711	6	 	2	12	 	20	88	3	2	6	2	8	0
2	6	17	1	71	2	61701	0617010712	1	3	1	8	0	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	71	2	61701	0617010712	2	 	2	12	1	 	 	3	0	88	2	4	2554.11157227
2	6	17	1	71	2	61701	0617010712	3	4	1	2	4	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	71	3	61701	0617010713	1	3	1	7	5	 	 	1	 	 	2	2	2554.11157227
2	6	17	1	71	3	61701	0617010713	2	4	1	1	8	 	 	1	 	 	2	2	2554.11157227
2	6	17	1	71	4	61701	0617010714	1	3	2	11	7	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	71	4	61701	0617010714	2	4	2	3	10	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	81	1	61701	0617010811	1	 	2	1	92	 	 	2	 	 	3	3	2554.11157227
2	6	17	1	81	1	61701	0617010811	2	 	1	7	94	 	 	2	 	 	3	3	2554.11157227
2	6	17	1	91	1	61701	0617010911	1	8	2	7	97	 	 	1	 	 	7	3	2554.11157227
2	6	17	1	91	1	61701	0617010911	2	9	1	10	98	 	 	1	 	 	7	3	2554.11157227
2	6	17	1	101	1	61701	0617011011	1	3	1	5	 	21	88	1	 	 	2	4	2554.11157227
2	6	17	1	101	1	61701	0617011011	2	4	2	9	 	19	88	1	 	 	2	4	2554.11157227
2	6	17	1	101	1	61701	0617011011	3	5	1	8	93	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	101	2	61701	0617011012	1	 	2	5	92	 	 	3	 	 	2	8	2554.11157227
2	6	17	1	101	2	61701	0617011012	2	 	1	10	93	 	 	3	 	 	2	8	2554.11157227
2	6	17	1	101	2	61701	0617011012	3	3	2	12	94	 	 	1	 	 	2	8	2554.11157227
2	6	17	1	101	2	61701	0617011012	4	 	2	3	96	 	 	2	 	 	2	8	2554.11157227
2	6	17	1	101	2	61701	0617011012	5	4	1	12	0	 	 	1	 	 	2	8	2554.11157227
2	6	17	1	111	1	61701	0617011111	1	5	2	4	2	 	 	1	 	 	4	5	2554.11157227
2	6	17	1	111	1	61701	0617011111	2	6	2	9	4	 	 	1	 	 	4	5	2554.11157227
2	6	17	1	111	1	61701	0617011111	3	7	1	3	8	 	 	1	 	 	4	5	2554.11157227
2	6	17	1	121	1	61701	0617011211	1	3	1	1	99	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	121	1	61701	0617011211	2	4	1	10	0	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	121	1	61701	0617011211	3	5	2	8	2	 	 	1	 	 	2	4	2554.11157227
2	6	17	1	131	1	61701	0617011311	1	3	1	7	 	 	 	1	 	 	2	4	0
2	6	17	1	131	1	61701	0617011311	2	7	1	4	 	 	 	1	 	 	2	4	0
2	6	17	1	131	1	61701	0617011311	3	 	2	5	 	 	 	2	 	 	2	4	0
2	6	17	1	131	1	61701	0617011311	1	5	2	9	4	 	 	1	 	 	4	3	2554.11157227
2	6	17	1	131	1	61701	0617011311	2	6	1	3	6	 	 	1	 	 	4	3	2554.11157227
2	6	17	1	141	1	61701	0617011411	1	 	2	11	 	22	88	3	55	1	2	2	2554.11157227
2	6	17	2	12	1	61702	0617020121	1	 	1	1	 	 	 	2	 	 	2	2	0
2	6	17	2	12	1	61702	0617020121	2	 	1	1	 	 	 	2	 	 	2	2	0
2	6	17	2	21	1	61702	0617020211	1	1	1	3	 	 	 	1	 	 	6	6	0
2	6	17	2	21	1	61702	0617020211	2	 	2	1	 	 	 	2	 	 	6	6	0
2	6	17	2	21	1	61702	0617020211	3	 	2	4	 	 	 	3	55	55	6	6	0
2	6	17	2	21	1	61702	0617020211	4	7	1	5	90	 	 	1	 	 	6	6	0
2	6	17	2	21	1	61702	0617020211	1	3	1	10	6	 	 	1	 	 	2	3	8815.33300782
2	6	17	2	21	1	61702	0617020211	2	4	2	9	8	 	 	1	 	 	2	3	8815.33300782
2	6	17	2	31	1	61702	0617020311	1	5	1	3	9	 	 	1	 	 	4	2	4407.66650391
2	6	17	2	31	1	61702	0617020311	2	6	1	4	11	 	 	1	 	 	4	2	4407.66650391
2	6	17	2	41	1	61702	0617020411	1	 	2	4	 	 	 	2	 	 	2	10	0
2	6	17	2	41	1	61702	0617020411	2	 	1	7	 	 	 	3	3	2	2	10	0
2	6	17	2	41	1	61702	0617020411	3	 	2	5	 	 	 	2	 	 	2	10	0
2	6	17	2	41	1	61702	0617020411	4	 	1	4	89	 	 	2	 	 	2	10	0
2	6	17	2	41	1	61702	0617020411	5	 	2	3	92	 	 	2	 	 	2	10	0
2	6	17	2	41	1	61702	0617020411	6	3	2	7	94	 	 	1	 	 	2	10	0
2	6	17	2	42	1	61702	0617020421	1	 	2	11	 	 	 	2	 	 	2	10	4407.66650391
2	6	17	2	42	1	61702	0617020421	2	 	1	7	 	 	 	3	55	55	2	10	4407.66650391
2	6	17	2	42	1	61702	0617020421	3	 	2	9	 	 	 	2	 	 	2	10	4407.66650391
2	6	17	2	42	1	61702	0617020421	4	 	2	11	90	 	 	2	 	 	2	10	4407.66650391
2	6	17	2	42	1	61702	0617020421	5	 	2	8	92	 	 	2	 	 	2	10	4407.66650391
2	6	17	2	42	1	61702	0617020421	6	3	1	7	95	 	 	1	 	 	2	10	4407.66650391
2	6	17	2	51	1	61702	0617020511	1	3	2	12	92	 	 	1	 	 	2	3	4407.66650391
2	6	17	2	51	1	61702	0617020511	2	4	1	12	96	 	 	1	 	 	2	3	4407.66650391
2	6	17	2	61	1	61702	0617020611	1	4	1	12	95	 	 	1	 	 	2	4	4407.66650391
2	6	17	2	61	1	61702	0617020611	2	5	2	11	97	 	 	1	 	 	2	4	4407.66650391
2	6	17	2	61	1	61702	0617020611	3	6	1	7	2	 	 	1	 	 	2	4	4407.66650391
2	6	17	2	81	1	61702	0617020811	1	3	2	1	 	 	 	1	 	 	2	6	4407.66650391
2	6	17	2	81	1	61702	0617020811	2	4	2	8	90	 	 	1	 	 	2	6	4407.66650391
2	6	17	2	81	1	61702	0617020811	3	5	1	9	91	 	 	1	 	 	2	6	4407.66650391
2	6	17	2	81	1	61702	0617020811	4	6	1	8	95	 	 	1	 	 	2	6	4407.66650391
2	6	17	2	82	1	61702	0617020821	1	3	2	2	96	 	 	1	 	 	2	5	4407.66650391
2	6	17	2	82	1	61702	0617020821	2	4	1	7	98	 	 	1	 	 	2	5	4407.66650391
2	6	17	2	82	1	61702	0617020821	3	5	2	2	2	 	 	1	 	 	2	5	4407.66650391
2	6	17	2	91	1	61702	0617020911	1	 	2	6	 	 	 	2	 	 	4	7	0
2	6	17	2	91	1	61702	0617020911	2	 	2	11	 	 	 	2	 	 	4	7	0
2	6	17	2	91	1	61702	0617020911	3	 	2	11	 	 	 	2	 	 	4	7	0
2	6	17	2	91	1	61702	0617020911	4	5	1	2	 	 	 	1	 	 	4	7	0
2	6	17	2	91	1	61702	0617020911	1	7	1	5	11	 	 	1	 	 	6	1	4407.66650391
2	6	17	2	92	1	61702	0617020921	1	 	2	10	91	 	 	2	 	 	2	9	4407.66650391
2	6	17	2	92	1	61702	0617020921	2	 	2	1	93	 	 	2	 	 	2	9	4407.66650391
2	6	17	2	92	1	61702	0617020921	3	3	2	8	96	 	 	1	 	 	2	9	4407.66650391
2	6	17	2	92	1	61702	0617020921	4	4	2	10	98	 	 	1	 	 	2	9	4407.66650391
2	6	17	2	92	1	61702	0617020921	5	5	1	4	2	 	 	1	 	 	2	9	4407.66650391
2	6	17	2	101	1	61702	0617021011	1	 	2	6	 	 	 	2	 	 	1	3	4407.66650391
2	6	17	2	101	1	61702	0617021011	2	2	1	12	 	 	 	1	 	 	1	3	4407.66650391
2	6	17	2	101	1	61702	0617021011	1	4	1	10	12	 	 	1	 	 	3	1	4407.66650391
2	6	17	2	111	1	61702	0617021111	1	2	1	10	0	 	 	1	 	 	1	2	4407.66650391
2	6	17	2	111	1	61702	0617021111	2	3	1	8	2	 	 	1	 	 	1	2	4407.66650391
2	6	17	2	111	2	61702	0617021112	1	5	2	8	11	 	 	1	 	 	4	2	4407.66650391
2	6	17	2	121	1	61702	0617021211	1	 	1	12	96	 	 	2	 	 	4	3	4407.66650391
2	6	17	2	121	1	61702	0617021211	2	5	2	6	98	 	 	1	 	 	4	3	4407.66650391
2	6	17	2	131	1	61702	0617021311	1	2	1	2	90	 	 	1	 	 	1	2	4407.66650391
2	6	17	2	131	1	61702	0617021311	2	3	1	7	93	 	 	1	 	 	1	2	4407.66650391
2	6	17	2	141	1	61702	0617021411	1	5	1	10	9	 	 	1	 	 	4	1	4407.66650391
2	6	17	2	151	1	61702	0617021511	1	 	2	7	 	 	 	2	 	 	1	7	4407.66650391
2	6	17	2	151	1	61702	0617021511	2	 	2	9	 	 	 	2	 	 	1	7	4407.66650391
2	6	17	2	151	1	61702	0617021511	3	2	2	5	92	 	 	1	 	 	1	7	4407.66650391
2	6	17	2	151	1	61702	0617021511	4	3	1	3	94	 	 	1	 	 	1	7	4407.66650391
2	6	17	2	161	1	61702	0617021611	1	3	1	1	3	 	 	1	 	 	2	2	4407.66650391
2	6	17	2	161	1	61702	0617021611	2	4	1	12	5	 	 	1	 	 	2	2	4407.66650391
2	6	17	2	171	1	61702	0617021711	1	 	1	5	 	 	 	2	 	 	4	3	0
2	6	17	2	171	1	61702	0617021711	2	 	1	1	 	 	 	2	 	 	4	3	0
2	6	17	2	171	1	61702	0617021711	3	 	1	6	 	 	 	2	 	 	4	3	0
2	6	17	2	181	1	61702	0617021811	1	 	2	7	90	 	 	2	 	 	2	7	4407.66650391
2	6	17	2	181	1	61702	0617021811	2	3	2	8	92	 	 	1	 	 	2	7	4407.66650391
2	6	17	2	181	1	61702	0617021811	3	4	2	12	94	 	 	1	 	 	2	7	4407.66650391
2	6	17	2	181	1	61702	0617021811	4	5	1	9	98	 	 	1	 	 	2	7	4407.66650391
2	6	17	3	11	1	61703	0617030111	1	3	1	12	95	 	 	1	 	 	2	3	2683.3894043
2	6	17	3	11	1	61703	0617030111	2	4	2	11	98	 	 	1	 	 	2	3	2683.3894043
2	6	17	3	11	2	61703	0617030112	1	3	2	11	 	16	88	1	 	 	2	5	2683.3894043
2	6	17	3	11	2	61703	0617030112	2	4	2	6	 	14	88	1	 	 	2	5	2683.3894043
2	6	17	3	11	2	61703	0617030112	3	5	1	8	1	 	 	1	 	 	2	5	2683.3894043
2	6	17	3	21	1	61703	0617030211	1	 	2	8	 	30	88	2	 	 	2	7	0
2	6	17	3	21	1	61703	0617030211	2	 	2	3	 	28	88	2	 	 	2	7	0
2	6	17	3	21	1	61703	0617030211	3	3	1	11	 	26	88	1	 	 	2	7	0
2	6	17	3	21	1	61703	0617030211	4	 	2	10	 	24	88	3	1	6	2	7	0
2	6	17	3	21	1	61703	0617030211	1	5	1	1	7	 	 	1	 	 	4	3	2683.3894043
2	6	17	3	21	1	61703	0617030211	2	6	2	5	8	 	 	1	 	 	4	3	2683.3894043
2	6	17	3	41	1	61703	0617030411	1	 	2	10	 	 	 	3	55	8	2	4	0
2	6	17	3	41	1	61703	0617030411	2	3	1	9	 	 	 	1	 	 	2	4	0
2	6	17	3	41	1	61703	0617030411	3	7	1	6	 	 	 	1	 	 	2	4	0
2	6	17	3	41	1	61703	0617030411	1	9	1	1	12	 	 	1	 	 	8	1	5366.7788086
2	6	17	3	51	1	61703	0617030511	1	3	2	2	11	 	 	1	 	 	2	2	5366.7788086
2	6	17	3	61	1	61703	0617030611	1	4	1	8	3	 	 	1	 	 	3	1	2683.3894043
2	6	17	3	71	1	61703	0617030711	1	5	1	12	4	 	 	1	 	 	4	1	2683.3894043
2	6	17	3	81	1	61703	0617030811	1	 	2	9	 	32	88	2	 	 	2	11	0
2	6	17	3	81	1	61703	0617030811	2	 	2	5	 	30	88	2	 	 	2	11	0
2	6	17	3	81	1	61703	0617030811	3	 	2	2	 	28	88	2	 	 	2	11	0
2	6	17	3	81	1	61703	0617030811	4	 	2	8	 	26	88	2	 	 	2	11	0
2	6	17	3	81	1	61703	0617030811	5	 	2	4	 	24	88	3	0	8	2	11	0
2	6	17	3	81	1	61703	0617030811	6	3	1	5	 	22	88	1	 	 	2	11	0
2	6	17	3	91	1	61703	0617030911	1	 	2	1	 	30	88	2	 	 	2	9	0
2	6	17	3	91	1	61703	0617030911	2	 	2	10	 	28	88	2	 	 	2	9	0
2	6	17	3	91	1	61703	0617030911	3	 	2	8	 	26	88	2	 	 	2	9	0
2	6	17	3	91	1	61703	0617030911	4	3	1	6	 	24	88	1	 	 	2	9	0
2	6	17	3	91	1	61703	0617030911	5	 	2	11	 	22	88	2	 	 	2	9	0
2	6	17	3	111	1	61703	0617031111	1	 	1	11	99	 	 	3	3	5	4	3	2683.3894043
2	6	17	3	111	1	61703	0617031111	2	5	1	5	1	 	 	1	 	 	4	3	2683.3894043
2	6	17	3	111	1	61703	0617031111	3	6	1	10	7	 	 	1	 	 	4	3	2683.3894043
2	6	17	3	121	1	61703	0617031211	1	3	1	3	 	 	 	1	 	 	2	7	0
2	6	17	3	121	1	61703	0617031211	2	 	1	7	 	 	 	3	55	55	2	7	0
2	6	17	3	121	1	61703	0617031211	3	 	2	8	 	 	 	2	 	 	2	7	0
2	6	17	3	121	1	61703	0617031211	4	 	2	8	90	 	 	2	 	 	2	7	0
2	6	17	3	121	1	61703	0617031211	5	4	1	6	92	 	 	1	 	 	2	7	0
2	6	17	3	131	1	61703	0617031311	1	5	1	9	10	 	 	1	 	 	4	1	2683.3894043
2	6	17	3	141	1	61703	0617031411	1	 	1	5	90	 	 	2	 	 	2	4	2683.3894043
2	6	17	3	141	1	61703	0617031411	2	3	2	8	92	 	 	1	 	 	2	4	2683.3894043
2	6	17	3	141	1	61703	0617031411	3	4	1	3	94	 	 	1	 	 	2	4	2683.3894043
2	6	17	3	151	1	61703	0617031511	1	 	1	5	 	27	88	2	 	 	2	2	0
2	6	17	3	151	1	61703	0617031511	2	 	1	11	 	24	88	2	 	 	2	2	0
2	6	17	3	151	3	61703	0617031513	1	5	2	10	7	 	 	1	 	 	4	4	2683.3894043
2	6	17	3	151	3	61703	0617031513	2	 	1	5	 	2	88	3	55	55	4	4	2683.3894043
2	6	17	3	151	3	61703	0617031513	3	6	1	8	11	 	 	1	 	 	4	4	2683.3894043
2	6	17	4	11	1	61704	0617040111	1	4	2	4	3	 	 	1	 	 	3	3	1498.51623535
2	6	17	4	11	1	61704	0617040111	2	5	1	8	5	 	 	1	 	 	3	3	1498.51623535
2	6	17	4	12	1	61704	0617040121	1	3	2	9	97	 	 	1	 	 	2	5	1498.51623535
2	6	17	4	12	1	61704	0617040121	2	4	1	9	99	 	 	1	 	 	2	5	1498.51623535
2	6	17	4	12	1	61704	0617040121	3	5	2	6	1	 	 	1	 	 	2	5	1498.51623535
2	6	17	4	21	1	61704	0617040211	1	 	2	 	 	9	1	3	 	 	4	5	1498.51623535
2	6	17	4	21	1	61704	0617040211	2	6	2	 	 	7	5	1	 	 	4	5	1498.51623535
2	6	17	4	21	1	61704	0617040211	3	7	1	 	 	3	6	1	 	 	4	5	1498.51623535
2	6	17	4	31	1	61704	0617040311	1	3	1	10	 	 	 	1	 	 	2	4	1498.51623535
2	6	17	4	31	1	61704	0617040311	2	4	1	5	92	 	 	1	 	 	2	4	1498.51623535
2	6	17	4	31	1	61704	0617040311	3	5	2	1	93	 	 	1	 	 	2	4	1498.51623535
2	6	17	4	41	1	61704	0617040411	1	 	2	1	1	 	 	3	55	55	4	8	1498.51623535
2	6	17	4	41	1	61704	0617040411	2	5	2	10	3	 	 	1	 	 	4	8	1498.51623535
2	6	17	4	41	1	61704	0617040411	3	6	2	5	5	 	 	1	 	 	4	8	1498.51623535
2	6	17	4	41	1	61704	0617040411	4	7	2	9	7	 	 	1	 	 	4	8	1498.51623535
2	6	17	4	51	1	61704	0617040511	1	 	2	1	91	 	 	2	 	 	2	8	1498.51623535
2	6	17	4	51	1	61704	0617040511	2	 	2	10	92	 	 	3	1	4	2	8	1498.51623535
2	6	17	4	51	1	61704	0617040511	3	4	1	9	94	 	 	1	 	 	2	8	1498.51623535
2	6	17	4	51	1	61704	0617040511	4	3	2	1	97	 	 	1	 	 	2	8	1498.51623535
2	6	17	4	51	1	61704	0617040511	5	5	1	7	99	 	 	1	 	 	2	8	1498.51623535
2	6	17	4	61	3	61704	0617040613	1	2	2	11	91	 	 	1	 	 	1	3	1498.51623535
2	6	17	4	61	3	61704	0617040613	2	3	1	1	96	 	 	1	 	 	1	3	1498.51623535
2	6	17	4	61	2	61704	0617040612	1	 	1	4	91	 	 	2	 	 	2	2	1498.51623535
2	6	17	4	61	2	61704	0617040612	2	 	1	5	92	 	 	2	 	 	2	2	1498.51623535
2	6	17	4	61	1	61704	0617040611	1	5	2	1	3	 	 	1	 	 	4	6	1498.51623535
2	6	17	4	61	1	61704	0617040611	2	6	2	6	5	 	 	1	 	 	4	6	1498.51623535
2	6	17	4	61	1	61704	0617040611	3	 	1	6	7	 	 	3	55	2	4	6	1498.51623535
2	6	17	4	61	1	61704	0617040611	4	7	1	7	10	 	 	1	 	 	4	6	1498.51623535
2	6	17	4	81	1	61704	0617040811	1	3	1	12	 	 	 	1	 	 	2	2	1498.51623535
2	6	17	4	81	1	61704	0617040811	2	 	1	2	89	 	 	2	 	 	2	2	1498.51623535
2	6	17	4	91	1	61704	0617040911	1	 	1	 	 	45	88	3	0	3	1	6	0
2	6	17	4	91	1	61704	0617040911	2	 	2	 	 	43	88	3	0	6	1	6	0
2	6	17	4	91	1	61704	0617040911	3	2	1	3	 	 	 	1	 	 	1	6	0
2	6	17	4	91	1	61704	0617040911	4	7	1	4	 	 	 	1	 	 	1	6	0
2	6	17	4	91	1	61704	0617040911	5	 	1	9	 	 	 	3	2	88	1	6	0
2	6	17	4	91	1	61704	0617040911	1	4	2	7	98	 	 	1	 	 	3	5	2997.03247071
2	6	17	4	91	1	61704	0617040911	2	5	2	 	 	11	9	1	 	 	3	5	2997.03247071
2	6	17	4	91	1	61704	0617040911	3	6	1	8	4	 	 	1	 	 	3	5	2997.03247071
2	6	17	4	102	1	61704	0617041021	1	3	1	1	94	 	 	1	 	 	2	3	1498.51623535
2	6	17	4	102	1	61704	0617041021	2	4	2	11	96	 	 	1	 	 	2	3	1498.51623535
2	6	17	4	103	1	61704	0617041031	1	3	1	6	94	 	 	1	 	 	2	2	1498.51623535
2	6	17	4	103	1	61704	0617041031	2	4	1	11	95	 	 	1	 	 	2	2	1498.51623535
2	6	17	4	111	1	61704	0617041111	1	 	2	 	 	23	6	3	55	55	1	9	1498.51623535
2	6	17	4	111	1	61704	0617041111	2	2	2	 	 	19	9	1	 	 	1	9	1498.51623535
2	6	17	4	111	1	61704	0617041111	3	5	2	11	94	 	 	1	 	 	1	9	1498.51623535
2	6	17	4	111	1	61704	0617041111	4	4	1	2	98	 	 	1	 	 	1	9	1498.51623535
2	6	17	4	111	1	61704	0617041111	5	3	2	8	0	 	 	1	 	 	1	9	1498.51623535
2	6	17	4	121	1	61704	0617041211	1	 	2	 	 	24	2	2	 	 	2	8	1498.51623535
2	6	17	4	121	1	61704	0617041211	2	 	2	 	 	22	11	2	 	 	2	8	1498.51623535
2	6	17	4	121	1	61704	0617041211	3	3	2	 	 	20	12	1	 	 	2	8	1498.51623535
2	6	17	4	121	1	61704	0617041211	4	4	1	 	 	18	10	1	 	 	2	8	1498.51623535
2	6	17	4	121	1	61704	0617041211	5	5	1	 	 	16	1	1	 	 	2	8	1498.51623535
2	6	17	4	122	1	61704	0617041221	1	3	1	 	 	14	10	1	 	 	2	2	1498.51623535
2	6	17	4	122	1	61704	0617041221	2	4	1	 	 	12	11	1	 	 	2	2	1498.51623535
2	6	17	4	131	1	61704	0617041311	1	3	1	5	0	 	 	1	 	 	2	3	1498.51623535
2	6	17	4	131	1	61704	0617041311	2	4	2	1	2	 	 	1	 	 	2	3	1498.51623535
2	6	17	4	131	1	61704	0617041311	1	7	1	12	5	 	 	1	 	 	6	2	1498.51623535
2	6	17	4	131	1	61704	0617041311	2	8	1	1	8	 	 	1	 	 	6	2	1498.51623535
2	6	17	4	141	1	61704	0617041411	1	 	2	8	5	 	 	3	55	55	4	2	2247.77416992
2	6	17	4	151	2	61704	0617041512	1	3	1	10	6	 	 	1	 	 	2	2	1498.51623535
2	6	17	4	151	2	61704	0617041512	2	4	1	7	11	 	 	1	 	 	2	2	1498.51623535
2	6	17	4	151	3	61704	0617041513	1	3	2	7	2	 	 	1	 	 	2	5	1498.51623535
2	6	17	4	151	3	61704	0617041513	2	4	1	8	5	 	 	1	 	 	2	5	1498.51623535
2	6	17	4	151	3	61704	0617041513	3	5	2	10	8	 	 	1	 	 	2	5	1498.51623535
2	6	17	4	161	1	61704	0617041611	1	 	2	 	 	22	10	2	 	 	2	6	1498.51623535
2	6	17	4	161	1	61704	0617041611	2	 	2	 	 	20	10	2	 	 	2	6	1498.51623535
2	6	17	4	161	1	61704	0617041611	3	3	1	 	 	18	8	1	 	 	2	6	1498.51623535
2	6	17	4	161	1	61704	0617041611	4	4	1	 	 	16	8	1	 	 	2	6	1498.51623535
2	6	17	4	181	2	61704	0617041812	1	 	2	3	 	 	 	2	 	 	2	8	1498.51623535
2	6	17	4	181	2	61704	0617041812	2	 	2	 	 	27	9	3	10	88	2	8	1498.51623535
2	6	17	4	181	2	61704	0617041812	3	3	2	12	89	 	 	1	 	 	2	8	1498.51623535
2	6	17	4	181	2	61704	0617041812	4	4	1	11	93	 	 	1	 	 	2	8	1498.51623535
2	6	17	4	181	2	61704	0617041812	5	5	1	3	95	 	 	1	 	 	2	8	1498.51623535
2	6	17	4	181	1	61704	0617041811	1	2	1	8	94	 	 	1	 	 	1	3	1498.51623535
2	6	17	4	181	1	61704	0617041811	2	3	1	12	96	 	 	1	 	 	1	3	1498.51623535
2	6	17	4	181	1	61704	0617041811	3	4	1	12	99	 	 	1	 	 	1	3	1498.51623535
2	6	17	4	191	1	61704	0617041911	1	 	2	10	 	 	 	2	 	 	2	3	0
2	6	17	4	191	1	61704	0617041911	2	3	1	3	 	 	 	1	 	 	2	3	0
2	6	17	4	191	1	61704	0617041911	1	5	1	7	7	 	 	1	 	 	4	2	1498.51623535
2	6	17	4	191	1	61704	0617041911	2	6	1	2	12	 	 	1	 	 	4	2	1498.51623535
2	6	17	4	201	1	61704	0617042011	1	 	1	 	 	24	10	3	55	55	2	6	1498.51623535
2	6	17	4	201	1	61704	0617042011	2	3	2	 	 	22	9	1	 	 	2	6	1498.51623535
2	6	17	4	201	1	61704	0617042011	3	4	1	 	 	20	6	1	 	 	2	6	1498.51623535
2	6	17	4	201	1	61704	0617042011	4	5	2	 	 	18	9	1	 	 	2	6	1498.51623535
2	6	17	4	211	1	61704	0617042111	1	5	2	7	5	 	 	1	 	 	4	3	1498.51623535
2	6	17	4	211	1	61704	0617042111	2	6	1	9	7	 	 	1	 	 	4	3	1498.51623535
2	6	17	4	211	1	61704	0617042111	1	8	1	6	7	 	 	1	 	 	7	2	1498.51623535
2	6	17	4	211	1	61704	0617042111	2	9	1	1	10	 	 	1	 	 	7	2	1498.51623535
2	6	17	5	11	1	61705	0617050111	1	5	1	4	2	 	 	1	 	 	4	2	9230.86035157
2	6	17	5	11	1	61705	0617050111	2	6	1	12	3	 	 	1	 	 	4	2	9230.86035157
2	6	17	5	11	1	61705	0617050111	1	9	2	7	10	 	 	1	 	 	8	2	9230.86035157
2	6	17	5	21	2	61705	0617050212	1	 	2	1	90	 	 	2	 	 	2	4	9230.86035157
2	6	17	5	21	2	61705	0617050212	2	 	1	9	93	 	 	2	 	 	2	4	9230.86035157
2	6	17	5	21	2	61705	0617050212	3	3	1	1	96	 	 	1	 	 	2	4	9230.86035157
2	6	17	5	21	1	61705	0617050211	1	4	2	10	10	 	 	1	 	 	3	2	9230.86035157
2	6	17	5	41	1	61705	0617050411	1	 	2	9	 	 	 	2	 	 	2	3	0
2	6	17	5	41	1	61705	0617050411	2	3	1	9	 	 	 	1	 	 	2	3	0
2	6	17	5	41	1	61705	0617050411	1	6	2	8	6	 	 	1	 	 	5	4	9230.86035157
2	6	17	5	41	1	61705	0617050411	2	7	2	8	11	 	 	1	 	 	5	4	9230.86035157
2	6	17	6	30	1	61706	0617060301	1	3	1	11	0	 	 	1	 	 	2	2	1953.14416504
2	6	17	6	30	1	61706	0617060301	2	4	1	3	4	 	 	1	 	 	2	2	1953.14416504
2	6	17	6	50	1	61706	0617060501	1	 	2	7	 	 	 	2	 	 	2	4	0
2	6	17	6	50	1	61706	0617060501	2	 	1	5	 	 	 	2	 	 	2	4	0
2	6	17	6	50	1	61706	0617060501	3	 	1	3	89	 	 	2	 	 	2	4	0
2	6	17	6	60	1	61706	0617060601	1	5	2	10	0	 	 	1	 	 	4	3	1953.14416504
2	6	17	6	60	1	61706	0617060601	2	6	1	8	2	 	 	1	 	 	4	3	1953.14416504
2	6	17	6	70	1	61706	0617060701	1	4	2	 	 	10	88	1	 	 	3	2	1953.14416504
2	6	17	6	70	2	61706	0617060702	1	3	1	1	5	 	 	1	 	 	2	4	1953.14416504
2	6	17	6	70	2	61706	0617060702	2	4	1	10	6	 	 	1	 	 	2	4	1953.14416504
2	6	17	6	70	2	61706	0617060702	3	5	2	6	8	 	 	1	 	 	2	4	1953.14416504
2	6	17	6	80	1	61706	0617060801	1	 	2	6	 	 	 	2	 	 	3	5	0
2	6	17	6	80	1	61706	0617060801	2	 	1	3	 	 	 	2	 	 	3	5	0
2	6	17	6	80	1	61706	0617060801	3	 	1	10	 	 	 	3	55	2	3	5	0
2	6	17	6	80	1	61706	0617060801	4	4	1	4	 	 	 	1	 	 	3	5	0
2	6	17	6	80	1	61706	0617060801	1	6	1	9	10	 	 	1	 	 	5	1	1953.14416504
2	6	17	6	90	1	61706	0617060901	1	4	1	9	2	 	 	1	 	 	3	2	3906.28833008
2	6	17	6	90	1	61706	0617060901	2	5	1	12	4	 	 	1	 	 	3	2	3906.28833008
2	6	17	6	100	1	61706	0617061001	1	3	1	 	 	23	88	1	 	 	2	4	1953.14416504
2	6	17	6	100	1	61706	0617061001	2	 	2	 	 	21	88	2	 	 	2	4	1953.14416504
2	6	17	6	100	1	61706	0617061001	3	4	1	 	 	19	88	1	 	 	2	4	1953.14416504
2	6	17	6	110	1	61706	0617061101	1	3	2	10	97	 	 	1	 	 	2	3	1953.14416504
2	6	17	6	110	1	61706	0617061101	2	4	1	6	1	 	 	1	 	 	2	3	1953.14416504
2	6	17	6	120	1	61706	0617061201	1	3	1	9	 	 	 	1	 	 	2	2	0
2	6	17	6	120	1	61706	0617061201	2	6	1	5	 	 	 	1	 	 	2	2	0
2	6	17	6	120	1	61706	0617061201	1	5	2	10	10	 	 	1	 	 	4	2	3906.28833008
2	6	17	6	130	1	61706	0617061301	1	3	1	 	 	4	88	1	 	 	2	2	1953.14416504
2	6	17	6	130	1	61706	0617061301	2	4	1	 	 	3	88	1	 	 	2	2	1953.14416504
2	6	17	6	140	1	61706	0617061401	1	 	2	3	 	 	 	2	 	 	4	5	1953.14416504
2	6	17	6	140	1	61706	0617061401	2	5	1	1	89	 	 	1	 	 	4	5	1953.14416504
2	6	17	6	140	1	61706	0617061401	3	6	2	9	91	 	 	1	 	 	4	5	1953.14416504
